"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"46079" "2265005015" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Agricultural Tractors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Agricultural Tractors" NA NA "" "" ""
"53003" "220100121B" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"37017" "2294000000" "PM25-PRI" 28.3893 "NONPOINT" 2008 "Nonpoint" "Paved Roads /All Paved Roads /Total: Fugitives" "Dust - Paved Road Dust" "Paved Roads" "A" "Mobile Sources" "Paved Roads" "All Paved Roads" "Total: Fugitives" NA NA "" "" ""
"46071" "223007215T" "PM25-PRI" 0.0002191977 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39043" "220102029B" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Urban Minor Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Urban Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48239" "2201070190" "PM25-PRI" 0.0225865 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Minor Collector: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Total" NA NA "" "2/13/2002 0:00:00" ""
"48371" "31000228" "PM25-PRI" 0 "POINT" 2008 "Point" "Natural Gas Production /Glycol Dehydrator Reboiler Burner" "Industrial Processes - Oil & Gas Production" "" "" "Industrial Processes" "Oil and Gas Production" "Natural Gas Production" "Glycol Dehydrator Reboiler Burner" NA NA "" "" ""
"35027" "2275001000" "PM25-PRI" 0.0400008 "POINT" 2008 "Point" "Aircraft /Military Aircraft /Total" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "Military Aircraft" "Total" NA NA "" "" ""
"17143" "10200602" "PM25-PRI" 0.12 "POINT" 2008 "Point" "Ext Comb /Industrial /Natural Gas /10-100 Million Btu/hr" "Fuel Comb - Industrial Boilers, ICEs - Natural Gas" "" "" "External Combustion Boilers" "Industrial" "Natural Gas" "10-100 Million Btu/hr" NA NA "" "" ""
"05007" "2270002009" "PM25-PRI" 0.03 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Plate Compactors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Plate Compactors" NA NA "" "" ""
"47139" "2267006030" "PM25-PRI" 2.2536233e-06 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Commercial Equipt /Pressure Washers" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Pressure Washers" NA NA "12/10/1999 0:00:00" "" ""
"18127" "223007331T" "PM25-PRI" 0.0022222001 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"01107" "2282010005" "PM25-PRI" 0.0503979 "NON-ROAD" 2008 "Nonroad" "Pleasure Craft /Gasoline 4-Stroke /Inboard/Sterndrive" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 4-Stroke" "Inboard/Sterndrive" NA NA "" "12/10/1999 0:00:00" ""
"29175" "2201001290" "PM25-PRI" 0.0564725 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Minor Arterial: Total" NA NA "" "" ""
"21167" "30501404" "PM25-PRI" 0 "POINT" 2008 "Point" "Glass Manuf /Pressed and Blown Glass: Melting Furnace" "Industrial Processes - NEC" "" "" "Industrial Processes" "Mineral Products" "Glass Manufacture" "Pressed and Blown Glass: Melting Furnace" NA NA "" "" ""
"48425" "2267002015" "PM25-PRI" 7.1500421e-06 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Rollers" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Rollers" NA NA "12/10/1999 0:00:00" "" ""
"13045" "2282005010" "PM25-PRI" 0.808883 "NON-ROAD" 2008 "Nonroad" "Pleasure Craft /Gasoline 2-Stroke /Outboard" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 2-Stroke" "Outboard" NA NA "" "" ""
"08043" "2260005050" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 2-Stroke /Agricultural Equipt /Hydro-power Units" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Hydro-power Units" 2260006035 2002 "" "1/9/2006 0:00:00" ""
"36091" "220108023B" "PM25-PRI" 0.0096514044 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Urban Interstate: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"25005" "10100501" "PM25-PRI" 0 "POINT" 2008 "Point" "Ext Comb /Electric Gen /Distillate Oil /Grades 1 and 2 Oil" "Fuel Comb - Electric Generation - Oil" "" "" "External Combustion Boilers" "Electric Generation" "Distillate Oil" "Grades 1 and 2 Oil" NA NA "" "" ""
"48253" "220104025X" "PM25-PRI" 0.00021509331963898 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Other Freeways and Expressways: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17071" "220104021B" "PM25-PRI" 0.01 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"46093" "223006013B" "PM25-PRI" 0.0004707024 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Other Principal Arterial: Brake Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Other Principal Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"08037" "2265002081" "PM25-PRI" 0.000496684820973314 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Other Construction Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Other Construction Equipment" NA NA "" "" ""
"01051" "2201020110" "PM25-PRI" 0.0393388 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Interstate: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Interstate: Total" NA NA "" "2/13/2002 0:00:00" ""
"48027" "2201001210" "PM25-PRI" 0.147457 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Total" NA NA "" "" ""
"29125" "2265004010" "PM25-PRI" 0.01 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Lawn Mowers (Residential)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Lawn Mowers (Residential)" NA NA "" "12/10/1999 0:00:00" ""
"42001" "2265002015" "PM25-PRI" 0.00217068949132226 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Rollers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rollers" NA NA "" "" ""
"27105" "2201040110" "PM25-PRI" 0.0527304 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Interstate: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Interstate: Total" NA NA "" "2/13/2002 0:00:00" ""
"20027" "2230072250" "PM25-PRI" 0 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Other Freeways & Expressways: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Freeways and Expressways: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"42017" "223007433X" "PM25-PRI" 3.65 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"31043" "2260003040" "PM25-PRI" 0.000148715 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Other General Industrial Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other General Industrial Equipment" NA NA "" "" ""
"38041" "2265003010" "PM25-PRI" 8.61009021946302e-06 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /Aerial Lifts" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Aerial Lifts" NA NA "" "" ""
"36041" "2104008310" "PM25-PRI" 4.32373 "NONPOINT" 2008 "Nonpoint" "Stationary Fuel Comb /Residential /Wood /Woodstove: freestanding, non-EPA certified" "Fuel Comb - Residential - Wood" "RWC_StoveFreeStand" "B" "Stationary Source Fuel Combustion" "Residential" "Wood" "Woodstove: freestanding, non-EPA certified" NA NA "3/27/2008 0:00:00" "" ""
"31149" "2104004000" "PM25-PRI" 0.003 "NONPOINT" 1999 "Nonpoint" "Stationary Fuel Comb /Residential /Distillate Oil /Total: All Combustor Types" "Fuel Comb - Residential - Oil" "" "" "Stationary Source Fuel Combustion" "Residential" "Distillate Oil" "Total: All Combustor Types" NA NA "" "" ""
"42079" "2270006010" "PM25-PRI" 0.74 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Commercial Equipt /Pumps" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Commercial Equipment" "Pumps" NA NA "" "12/10/1999 0:00:00" ""
"36123" "2104001000" "PM25-PRI" 0 "NONPOINT" 2002 "Nonpoint" "Stationary Fuel Comb /Residential /Anthracite Coal /Total: All Combustor Types" "Fuel Comb - Residential - Other" "" "" "Stationary Source Fuel Combustion" "Residential" "Anthracite Coal" "Total: All Combustor Types" NA NA "" "" ""
"39035" "220107023X" "PM25-PRI" 8.31 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Interstate: Exhaust" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"55015" "220107013T" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21141" "2810030000" "PM25-PRI" 0.28 "NONPOINT" 2002 "Nonpoint" "Structure Fires /Unspecified" "Miscellaneous Non-Industrial NEC" "" "" "Miscellaneous Area Sources" "Other Combustion" "Structure Fires" "Unspecified" NA NA "" "7/27/2008 0:00:00" ""
"13111" "223007221B" "PM25-PRI" 0.00270076963352038 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Local: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"18019" "223007231X" "PM25-PRI" 0.02 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Collector: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"51125" "2201001150" "PM25-PRI" 0.122258 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Minor Arterial: Total" NA NA "" "" ""
"05069" "223007423X" "PM25-PRI" 2.35 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Interstate: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"36015" "2230075330" "PM25-PRI" 0.00110535 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Local: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"13117" "2270005035" "PM25-PRI" 0.0060644011 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"29099" "10500206" "PM25-PRI" 0.05 "POINT" 1999 "Point" "Ext Comb /Space Heater /Comm-Inst /Natural Gas" "Fuel Comb - Comm/Institutional - Natural Gas" "" "" "External Combustion Boilers" "Space Heaters" "Commercial/Institutional" "Natural Gas" NA NA "" "" ""
"27037" "10200602" "PM25-PRI" 0.00290726 "POINT" 2008 "Point" "Ext Comb /Industrial /Natural Gas /10-100 Million Btu/hr" "Fuel Comb - Industrial Boilers, ICEs - Natural Gas" "" "" "External Combustion Boilers" "Industrial" "Natural Gas" "10-100 Million Btu/hr" NA NA "" "" ""
"39159" "2268006005" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway CNG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "CNG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"17199" "2267003070" "PM25-PRI" 0.0012490007 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Industrial Equipt /Terminal Tractors" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Terminal Tractors" NA NA "12/10/1999 0:00:00" "" ""
"48281" "223007333T" "PM25-PRI" 0.000156373 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Local: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"26075" "223007125X" "PM25-PRI" 0.15 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Other Freeways & Expressways: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Freeways and Expressways: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"13127" "223007111B" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Interstate: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"32510" "2230001290" "PM25-PRI" 0.000330767 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Total" NA NA "" "" ""
"16017" "20200201" "PM25-PRI" 1.06 "POINT" 2002 "Point" "Int Comb /Industrial /Natural Gas /Turbine" "Fuel Comb - Industrial Boilers, ICEs - Natural Gas" "" "" "Internal Combustion Engines" "Industrial" "Natural Gas" "Turbine" NA NA "" "" ""
"42115" "2267002033" "PM25-PRI" 3.84475e-05 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Bore/Drill Rigs" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Bore/Drill Rigs" NA NA "12/10/1999 0:00:00" "" ""
"56023" "223007321T" "PM25-PRI" 0.00312015242525376 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Local: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"54077" "2270005015" "PM25-PRI" 6.52 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Agricultural Tractors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Agricultural Tractors" NA NA "" "" ""
"05089" "220104021B" "PM25-PRI" 0.01 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19111" "2270002057" "PM25-PRI" 0.27 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Rough Terrain Forklifts" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rough Terrain Forklifts" NA NA "" "" ""
"08065" "223006021T" "PM25-PRI" 8.83203756529824e-05 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Local: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48331" "2270002015" "PM25-PRI" 0.13 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Rollers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rollers" NA NA "" "" ""
"40137" "2267003010" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway LPG /Industrial Equipt /Aerial Lifts" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Aerial Lifts" NA NA "12/10/1999 0:00:00" "" ""
"46101" "2311010000" "PM25-PRI" 0.11 "NONPOINT" 2002 "Nonpoint" "Construction: SIC 15 - 17 /Residential /Total" "Dust - Construction Dust" "Construction" "B1A" "Industrial Processes" "Construction: SIC 15 - 17" "Residential" "Total" NA NA "" "2/20/2004 0:00:00" ""
"26093" "2267002045" "PM25-PRI" 0.000610593 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Cranes" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Cranes" NA NA "12/10/1999 0:00:00" "" ""
"54065" "2302002100" "PM25-PRI" 0.3940305 "NONPOINT" 2008 "Nonpoint" "Food & Kindred Products /Commercial Cooking - Charbroiling /Conveyorized Charbroiling" "Commercial Cooking" "" "" "Industrial Processes" "Food and Kindred Products: SIC 20" "Commercial Cooking - Charbroiling" "Conveyorized Charbroiling" NA NA "6/6/2003 0:00:00" "2/20/2004 0:00:00" ""
"39137" "2270002033" "PM25-PRI" 0.13 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Bore/Drill Rigs" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Bore/Drill Rigs" NA NA "" "" ""
"19129" "2265002039" "PM25-PRI" 0.0005002521 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Concrete/Industrial Saws" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Concrete/Industrial Saws" NA NA "" "" ""
"21117" "2267003040" "PM25-PRI" 0.0009433482 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Industrial Equipt /Other General Industrial Equipt" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Other General Industrial Equipment" NA NA "12/10/1999 0:00:00" "" ""
"72119" "2267006010" "PM25-PRI" 0.0002513025 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Commercial Equipt /Pumps" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Pumps" NA NA "12/10/1999 0:00:00" "" ""
"01005" "2282005015" "PM25-PRI" 2.25 "NON-ROAD" 2002 "Nonroad" "Pleasure Craft /Gasoline 2-Stroke /Personal Water Craft" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 2-Stroke" "Personal Water Craft" NA NA "" "12/10/1999 0:00:00" ""
"13301" "2270002042" "PM25-PRI" 0.000429247 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Cement & Mortar Mixers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Cement and Mortar Mixers" NA NA "" "" ""
"05055" "223007429B" "PM25-PRI" 0.01 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Minor Arterial: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
